id_poliza,id_cobertura,prima_emitida_cobertura
100086,2,3604.3032
100086,3,27470.635200000004
100086,5,16560
100087,1,15217.333333333334
100088,1,91304
100089,1,13695.6
100090,1,182608
100090,2,2883.6023999999998
100090,3,21977.726400000003
100090,5,14400
100091,1,17499.93333333333
100092,1,17499.93333333333
100093,1,164347.2
100094,1,91304
100094,2,1371.5159999999998
100094,3,10453.176000000001
100094,5,7200
100095,1,82173.6
100096,1,104999.59999999999
100097,1,91304
100098,1,104999.59999999999
100098,2,1802.1516
100098,3,13735.317600000002
100098,5,8280
100099,1,182608
100099,2,2734.1519999999996
100099,3,20838.672000000002
100099,5,14400
100100,1,209999.19999999998
100101,1,182608
100101,2,2883.6023999999998
100101,3,21977.726400000003
100101,4,86780.8452
100101,5,14400
100101,6,24000
100102,1,104999.59999999999
100102,2,2305.1591999999996
100102,3,17569.0512
100102,5,8280
100103,1,17499.93333333333
100104,1,82173.6
100104,2,1352.7348
100104,3,10310.0328
100104,5,6480
100105,1,82173.6
100106,1,15217.333333333334
100107,1,104999.59999999999
100108,1,13695.6
100109,1,164347.2
100109,2,2705.4696
100109,3,20620.0656
100109,5,12960
100110,1,182608
100110,2,2883.6023999999998
100110,3,21977.726400000003
100110,4,86780.8452
100110,5,14400
100110,6,24000
100111,1,82173.6
100112,1,182608
100113,1,104999.59999999999
100113,2,2305.1591999999996
100113,3,17569.0512
100113,5,8280
100114,1,164347.2
100115,1,82173.6
100115,2,1352.7348
100115,3,10310.0328
100115,5,6480
100116,1,13695.6
100116,2,225.45579999999998
100116,3,1718.3388000000002
100116,4,6785.000899999999
100116,5,1080
100116,6,1800
100117,1,13695.6
100117,2,225.45579999999998
100117,3,1718.3388000000002
100117,5,1080
100118,1,91304
100118,2,1406.148
100118,3,10717.128
100118,5,7200
100119,1,164347.2
100119,2,2365.8983999999996
100119,3,18031.9824
100119,4,71200.75319999999
100119,5,12960
100119,6,21600
100120,1,164347.2
100120,2,2705.4696
100120,3,20620.0656
100120,4,81420.01079999999
100120,5,12960
100120,6,21600
100121,1,82173.6
100122,1,82173.6
100123,1,209999.19999999998
100124,1,82173.6
100124,2,1321.9655999999998
100124,3,10075.521600000002
100124,4,39784.0188
100124,5,6480
100124,6,10800
100125,1,91304
100126,1,17499.93333333333
100127,1,17499.93333333333
100128,1,182608
100129,1,164347.2
100130,1,82173.6
100131,1,209999.19999999998
100131,2,3604.3032
100131,3,27470.635200000004
100131,5,16560
100132,1,91304
100132,2,1441.8011999999999
100132,3,10988.863200000002
100132,5,7200
100133,1,13695.6
100133,2,225.45579999999998
100133,3,1718.3388000000002
100133,4,6785.000899999999
100133,5,1080
100133,6,1800
100134,1,82173.6
100134,2,1351.13196
100134,3,10297.816560000001
100134,4,40661.768579999996
100134,5,6480
100134,6,10800
100135,1,15217.333333333334
100136,1,17499.93333333333
100136,2,300.35859999999997
100136,3,2289.2196000000004
100136,5,1380
100137,1,82173.6
100138,1,164347.2
100138,2,2702.26392
100138,3,20595.633120000002
100138,5,12960
100139,1,164347.2
100140,1,17499.93333333333
100141,1,82173.6
100142,1,91304
100142,2,1371.5159999999998
100142,3,10453.176000000001
100142,4,41275.21799999999
100142,5,7200
100142,6,12000
100143,1,164347.2
100144,1,104999.59999999999
100145,1,164347.2
100145,2,2702.26392
100145,3,20595.633120000002
100145,5,12960
100146,1,15217.333333333334
100147,1,15217.333333333334
100148,1,209999.19999999998
100148,2,3604.3032
100148,3,27470.635200000004
100148,4,108470.04359999999
100148,5,16560
100148,6,27599.999999999996
100149,1,15217.333333333334
100149,2,227.84599999999998
100149,3,1736.5560000000003
100149,5,1200
100150,1,209999.19999999998
100151,1,17499.93333333333
100151,2,632.6999999999999
100151,3,4822.200000000001
100151,4,19040.85
100151,5,1380
100151,6,2299.9999999999995
100152,1,82173.6
100153,1,104999.59999999999
100153,2,1802.1516
100153,3,13735.317600000002
100153,5,8280
100154,1,209999.19999999998
100154,2,3604.3032
100154,3,27470.635200000004
100154,4,108470.04359999999
100154,5,16560
100154,6,27599.999999999996
100155,1,182608
100156,1,91304
100157,1,104999.59999999999
100158,1,164347.2
100158,2,2705.4696
100158,3,20620.0656
100158,5,12960
100159,1,15217.333333333334
100160,1,82173.6
100161,1,104999.59999999999
100162,1,82173.6
100163,1,13695.6
100164,1,13695.6
100165,1,209999.19999999998
100166,1,182608
100167,1,13695.6
100167,2,225.45579999999998
100167,3,1718.3388000000002
100167,5,1080
100168,1,209999.19999999998
100168,2,3604.3032
100168,3,27470.635200000004
100168,4,108470.04359999999
100168,5,16560
100168,6,27599.999999999996
100169,1,13695.6
100169,2,196.84
100169,3,1500.24
100169,5,1080
100170,1,164347.2
100170,2,2354.0879999999997
100170,3,17941.968
100170,5,12960
100171,1,13695.6
100172,1,182608
100173,1,104999.59999999999
100173,2,2305.1591999999996
100173,3,17569.0512
100173,5,8280
100174,1,182608
100175,1,164347.2
100176,1,91304
100177,1,104999.59999999999
100178,1,13695.6
100179,1,104999.59999999999
100180,1,13695.6
100181,1,209999.19999999998
100182,1,164347.2
100183,1,164347.2
100184,1,182608
100185,1,15217.333333333334
100186,1,15217.333333333334
100186,2,228.58599999999998
100186,3,1742.1960000000001
100186,5,1200
100187,1,164347.2
100188,1,13695.6
100188,2,225.45579999999998
100188,3,1718.3388000000002
100188,5,1080
100189,1,182608
100190,1,182608
100190,2,2743.0319999999997
100190,3,20906.352000000003
100190,5,14400
100191,1,82173.6
100192,1,17499.93333333333
100192,2,384.19319999999993
100192,3,2928.1752
100192,4,11562.138599999998
100192,5,1380
100192,6,2299.9999999999995
100193,1,209999.19999999998
100193,2,4610.318399999999
100193,3,35138.1024
100193,4,138745.66319999998
100193,5,16560
100193,6,27599.999999999996
100194,1,209999.19999999998
100195,1,13695.6
100196,1,209999.19999999998
100196,2,3604.3032
100196,3,27470.635200000004
100196,5,16560
100197,1,209999.19999999998
100198,1,104999.59999999999
100198,2,1802.1516
100198,3,13735.317600000002
100198,4,54235.021799999995
100198,5,8280
100198,6,13799.999999999998
100199,1,182608
100200,1,209999.19999999998
100201,1,82173.6
100202,1,15217.333333333334
100203,1,182608
100203,2,3075.144
100203,3,23437.584000000003
100203,5,14400
100204,1,82173.6
100204,2,1321.9655999999998
100204,3,10075.521600000002
100204,5,6480
100205,1,91304
100206,1,91304
100206,2,1406.148
100206,3,10717.128
100206,5,7200
100207,1,164347.2
100207,2,2643.9311999999995
100207,3,20151.043200000004
100207,4,79568.0376
100207,5,12960
100207,6,21600
100208,1,182608
100208,2,2883.6023999999998
100208,3,21977.726400000003
100208,5,14400
100209,1,91304
100210,1,104999.59999999999
100210,2,1802.1516
100210,3,13735.317600000002
100210,4,54235.021799999995
100210,5,8280
100210,6,13799.999999999998
100211,1,164347.2
100211,2,2441.9556
100211,3,18611.661600000003
100211,5,12960
100212,1,82173.6
100212,2,1352.7348
100212,3,10310.0328
100212,5,6480
100213,1,164347.2
100214,1,164347.2
100215,1,13695.6
100215,2,196.17399999999998
100215,3,1495.164
100215,5,1080
100216,1,182608
100217,1,209999.19999999998
100218,1,104999.59999999999
100219,1,91304
100220,1,164347.2
100221,1,209999.19999999998
100222,1,182608
100223,1,209999.19999999998
100224,1,104999.59999999999
100225,1,15217.333333333334
100225,2,240.3002
100225,3,1831.4772000000003
100225,4,7231.737099999999
100225,5,1200
100225,6,2000
100226,1,91304
100226,2,1371.5159999999998
100226,3,10453.176000000001
100226,4,41275.21799999999
100226,5,7200
100226,6,12000
100227,1,15217.333333333334
100227,2,228.58599999999998
100227,3,1742.1960000000001
100227,4,6879.202999999999
100227,5,1200
100227,6,2000
100228,1,164347.2
100228,2,2354.0879999999997
100228,3,17941.968
100228,5,12960
100229,1,209999.19999999998
100229,2,4610.318399999999
100229,3,35138.1024
100229,5,16560
100230,1,82173.6
100230,2,1352.7348
100230,3,10310.0328
100230,5,6480
100231,1,164347.2
100232,1,91304
100232,2,1371.5159999999998
100232,3,10453.176000000001
100232,4,41275.21799999999
100232,5,7200
100232,6,12000
100233,1,164347.2
100233,2,2643.9311999999995
100233,3,20151.043200000004
100233,4,79568.0376
100233,5,12960
100233,6,21600
100234,1,82173.6
100235,1,91304
100236,1,104999.59999999999
100237,1,13695.6
100238,1,13695.6
100239,1,209999.19999999998
100239,2,4610.318399999999
100239,3,35138.1024
100239,5,16560
100240,1,209999.19999999998
100241,1,17499.93333333333
100242,1,15217.333333333334
100243,1,15217.333333333334
100244,1,91304
100244,2,1371.5159999999998
100244,3,10453.176000000001
100244,5,7200
100245,1,82173.6
100245,2,1352.7348
100245,3,10310.0328
100245,5,6480
100246,1,104999.59999999999
100247,1,13695.6
100248,1,82173.6
100248,2,1321.9655999999998
100248,3,10075.521600000002
100248,4,39784.0188
100248,5,6480
100248,6,10800
100249,1,209999.19999999998
100249,2,3604.3032
100249,3,27470.635200000004
100249,5,16560
100250,1,104999.59999999999
100250,2,1802.1516
100250,3,13735.317600000002
100250,4,54235.021799999995
100250,5,8280
100250,6,13799.999999999998
100251,1,209999.19999999998
100252,1,17499.93333333333
100253,1,164347.2
100253,2,2441.9556
100253,3,18611.661600000003
100253,4,73489.6638
100253,5,12960
100253,6,21600
100254,1,182608
100254,2,2883.6023999999998
100254,3,21977.726400000003
100254,5,14400
100255,1,15217.333333333334
100255,2,240.3002
100255,3,1831.4772000000003
100255,5,1200
100256,1,15217.333333333334
100256,2,228.58599999999998
100256,3,1742.1960000000001
100256,4,6879.202999999999
100256,5,1200
100256,6,2000
100257,1,164347.2
100257,2,2354.0879999999997
100257,3,17941.968
100257,5,12960
100258,1,164347.2
100258,2,2705.4696
100258,3,20620.0656
100258,5,12960
100259,1,164347.2
100259,2,2702.26392
100259,3,20595.633120000002
100259,5,12960
100260,1,182608
100260,2,2734.1519999999996
100260,3,20838.672000000002
100260,4,82283.196
100260,5,14400
100260,6,24000
100261,1,13695.6
100262,1,17499.93333333333
100263,1,17499.93333333333
100264,1,15217.333333333334
100264,2,240.3002
100264,3,1831.4772000000003
100264,4,7231.737099999999
100264,5,1200
100264,6,2000
100265,1,91304
100266,1,164347.2
100267,1,164347.2
100267,2,2365.8983999999996
100267,3,18031.9824
100267,4,71200.75319999999
100267,5,12960
100267,6,21600
100268,1,104999.59999999999
100268,2,1802.1516
100268,3,13735.317600000002
100268,5,8280
100269,1,17499.93333333333
100270,1,82173.6
100271,1,164347.2
100272,1,182608
100273,1,182608
100273,2,2743.0319999999997
100273,3,20906.352000000003
100273,5,14400
100274,1,15217.333333333334
100274,2,240.3002
100274,3,1831.4772000000003
100274,5,1200
100275,1,82173.6
100276,1,209999.19999999998
100276,2,3604.3032
100276,3,27470.635200000004
100276,4,108470.04359999999
100276,5,16560
100276,6,27599.999999999996
100277,1,104999.59999999999
100277,2,3796.1999999999994
100277,3,28933.2
100277,4,114245.09999999999
100277,5,8280
100277,6,13799.999999999998
100278,1,164347.2
100279,1,209999.19999999998
100279,2,4610.318399999999
100279,3,35138.1024
100279,5,16560
100280,1,13695.6
100281,1,182608
100281,2,2883.6023999999998
100281,3,21977.726400000003
100281,4,86780.8452
100281,5,14400
100281,6,24000
100282,1,82173.6
100282,2,1351.13196
100282,3,10297.816560000001
100282,5,6480
100283,1,164347.2
100284,1,209999.19999999998
100284,2,7592.399999999999
100284,3,57866.4
100284,5,16560
100285,1,164347.2
100286,1,182608
100287,1,209999.19999999998
100287,2,4610.318399999999
100287,3,35138.1024
100287,5,16560
100288,1,82173.6
100289,1,91304
100290,1,91304
100290,2,1406.148
100290,3,10717.128
100290,5,7200
100291,1,82173.6
100292,1,13695.6
100292,2,225.18866
100292,3,1716.3027600000003
100292,5,1080
100293,1,164347.2
100293,2,2354.0879999999997
100293,3,17941.968
100293,5,12960
100294,1,209999.19999999998
100295,1,13695.6
100295,2,196.17399999999998
100295,3,1495.164
100295,5,1080
100296,1,164347.2
100296,2,2354.0879999999997
100296,3,17941.968
100296,5,12960
100297,1,17499.93333333333
100298,1,209999.19999999998
100299,1,91304
100300,1,164347.2
100301,1,182608
100302,1,82173.6
100303,1,91304
100303,2,1367.0759999999998
100303,3,10419.336000000001
100303,5,7200
100304,1,82173.6
100304,2,1220.9778
100304,3,9305.830800000002
100304,5,6480
100305,1,91304
100306,1,82173.6
100307,1,164347.2
100307,2,2354.0879999999997
100307,3,17941.968
100307,5,12960
100308,1,182608
100309,1,182608
100309,2,2734.1519999999996
100309,3,20838.672000000002
100309,5,14400
100310,1,182608
100311,1,164347.2
100311,2,2354.0879999999997
100311,3,17941.968
100311,4,70845.324
100311,5,12960
100311,6,21600
100312,1,182608
100313,1,15217.333333333334
100313,2,228.58599999999998
100313,3,1742.1960000000001
100313,5,1200
100314,1,164347.2
100315,1,209999.19999999998
100315,2,3604.3032
100315,3,27470.635200000004
100315,5,16560
100316,1,15217.333333333334
100316,2,240.3002
100316,3,1831.4772000000003
100316,5,1200
100317,1,91304
100318,1,91304
100318,2,1441.8011999999999
100318,3,10988.863200000002
100318,5,7200
100319,1,209999.19999999998
100319,2,3604.3032
100319,3,27470.635200000004
100319,4,108470.04359999999
100319,5,16560
100319,6,27599.999999999996
100320,1,13695.6
100321,1,209999.19999999998
100322,1,91304
100322,2,1441.8011999999999
100322,3,10988.863200000002
100322,5,7200
100323,1,91304
100323,2,1441.8011999999999
100323,3,10988.863200000002
100323,4,43390.4226
100323,5,7200
100323,6,12000
100324,1,182608
100324,2,2883.6023999999998
100324,3,21977.726400000003
100324,4,86780.8452
100324,5,14400
100324,6,24000
100325,1,182608
100326,1,13695.6
100326,2,225.18866
100326,3,1716.3027600000003
100326,5,1080
100327,1,164347.2
100328,1,209999.19999999998
100328,2,4610.318399999999
100328,3,35138.1024
100328,5,16560
100329,1,209999.19999999998
100330,1,164347.2
100330,2,2354.0879999999997
100330,3,17941.968
100330,5,12960
100331,1,164347.2
100331,2,2705.4696
100331,3,20620.0656
100331,4,81420.01079999999
100331,5,12960
100331,6,21600
100332,1,13695.6
100333,1,91304
100334,1,104999.59999999999
100335,1,182608
100335,2,2743.0319999999997
100335,3,20906.352000000003
100335,5,14400
100336,1,209999.19999999998
100336,2,4610.318399999999
100336,3,35138.1024
100336,5,16560
100337,1,17499.93333333333
100337,2,300.35859999999997
100337,3,2289.2196000000004
100337,5,1380
100338,1,91304
100339,1,209999.19999999998
100339,2,4610.318399999999
100339,3,35138.1024
100339,5,16560
100340,1,15217.333333333334
100340,2,228.58599999999998
100340,3,1742.1960000000001
100340,5,1200
100341,1,91304
100342,1,91304
100342,2,1367.0759999999998
100342,3,10419.336000000001
100342,5,7200
100343,1,13695.6
100344,1,17499.93333333333
100344,2,384.19319999999993
100344,3,2928.1752
100344,5,1380
100345,1,91304
100346,1,91304
100346,2,1441.8011999999999
100346,3,10988.863200000002
100346,5,7200
100347,1,91304
100348,1,15217.333333333334
100348,2,228.58599999999998
100348,3,1742.1960000000001
100348,5,1200
100349,1,209999.19999999998
100349,2,3604.3032
100349,3,27470.635200000004
100349,5,16560
100350,1,82173.6
100351,1,91304
100351,2,1367.0759999999998
100351,3,10419.336000000001
100351,5,7200
100352,1,91304
100353,1,15217.333333333334
100353,2,227.84599999999998
100353,3,1736.5560000000003
100353,5,1200
100354,1,104999.59999999999
100355,1,91304
100356,1,91304
100357,1,104999.59999999999
100357,2,1802.1516
100357,3,13735.317600000002
100357,5,8280
100358,1,82173.6
100358,2,1352.7348
100358,3,10310.0328
100358,5,6480
100359,1,182608
100359,2,2743.0319999999997
100359,3,20906.352000000003
100359,5,14400
100360,1,91304
100361,1,164347.2
100361,2,2354.0879999999997
100361,3,17941.968
100361,4,70845.324
100361,5,12960
100361,6,21600
100362,1,182608
100363,1,182608
100364,1,164347.2
100365,1,209999.19999999998
100365,2,3604.3032
100365,3,27470.635200000004
100365,4,108470.04359999999
100365,5,16560
100365,6,27599.999999999996
100366,1,91304
100367,1,13695.6
100367,2,225.18866
100367,3,1716.3027600000003
100367,4,6776.961429999999
100367,5,1080
100367,6,1800
100368,1,182608
100368,2,2734.1519999999996
100368,3,20838.672000000002
100368,4,82283.196
100368,5,14400
100368,6,24000
100369,1,82173.6
100369,2,1321.9655999999998
100369,3,10075.521600000002
100369,5,6480
100370,1,82173.6
100370,2,1351.13196
100370,3,10297.816560000001
100370,5,6480
100371,1,82173.6
100371,2,1352.7348
100371,3,10310.0328
100371,5,6480
100372,1,82173.6
100373,1,15217.333333333334
100373,2,227.84599999999998
100373,3,1736.5560000000003
100373,4,6856.933
100373,5,1200
100373,6,2000
100374,1,104999.59999999999
100375,1,104999.59999999999
100376,1,164347.2
100377,1,182608
100377,2,2743.0319999999997
100377,3,20906.352000000003
100377,5,14400
100378,1,13695.6
100379,1,209999.19999999998
100380,1,182608
100380,2,2883.6023999999998
100380,3,21977.726400000003
100380,5,14400
100381,1,82173.6
100382,1,17499.93333333333
100382,2,300.35859999999997
100382,3,2289.2196000000004
100382,5,1380
100383,1,182608
100383,2,2734.1519999999996
100383,3,20838.672000000002
100383,4,82283.196
100383,5,14400
100383,6,24000
100384,1,82173.6
100385,1,91304
100385,2,1441.8011999999999
100385,3,10988.863200000002
100385,4,43390.4226
100385,5,7200
100385,6,12000
100386,1,13695.6
100386,2,225.18866
100386,3,1716.3027600000003
100386,5,1080
100387,1,104999.59999999999
100388,1,164347.2
100388,2,2705.4696
100388,3,20620.0656
100388,5,12960
100389,1,17499.93333333333
100389,2,300.35859999999997
100389,3,2289.2196000000004
100389,4,9039.1703
100389,5,1380
100389,6,2299.9999999999995
100390,1,164347.2
100390,2,2702.26392
100390,3,20595.633120000002
100390,5,12960
100391,1,91304
100391,2,1406.148
100391,3,10717.128
100391,4,42317.454
100391,5,7200
100391,6,12000
100392,1,17499.93333333333
100393,1,13695.6
100394,1,164347.2
100394,2,2705.4696
100394,3,20620.0656
100394,4,81420.01079999999
100394,5,12960
100394,6,21600
100395,1,182608
100396,1,209999.19999999998
100396,2,3604.3032
100396,3,27470.635200000004
100396,5,16560
100397,1,209999.19999999998
100398,1,182608
100399,1,82173.6
100399,2,1352.7348
100399,3,10310.0328
100399,5,6480
100400,1,182608
100401,1,182608
100402,1,182608
100403,1,182608
100404,1,209999.19999999998
100404,2,4610.318399999999
100404,3,35138.1024
100404,5,16560
100405,1,104999.59999999999
100406,1,182608
100406,2,2743.0319999999997
100406,3,20906.352000000003
100406,4,82550.43599999999
100406,5,14400
100406,6,24000
100407,1,13695.6
100407,2,225.45579999999998
100407,3,1718.3388000000002
100407,4,6785.000899999999
100407,5,1080
100407,6,1800
100408,1,164347.2
100408,2,2702.26392
100408,3,20595.633120000002
100408,5,12960
100409,1,91304
100409,2,1371.5159999999998
100409,3,10453.176000000001
100409,4,41275.21799999999
100409,5,7200
100409,6,12000
100410,1,209999.19999999998
100410,2,3604.3032
100410,3,27470.635200000004
100410,4,108470.04359999999
100410,5,16560
100410,6,27599.999999999996
100411,1,91304
100412,1,82173.6
100412,2,1177.0439999999999
100412,3,8970.984
100412,5,6480
100413,1,164347.2
100413,2,2643.9311999999995
100413,3,20151.043200000004
100413,5,12960
100414,1,182608
100414,2,2743.0319999999997
100414,3,20906.352000000003
100414,4,82550.43599999999
100414,5,14400
100414,6,24000
100415,1,104999.59999999999
100415,2,1802.1516
100415,3,13735.317600000002
100415,5,8280
100416,1,82173.6
100416,2,1321.9655999999998
100416,3,10075.521600000002
100416,4,39784.0188
100416,5,6480
100416,6,10800
100417,1,82173.6
100417,2,1181.04
100417,3,9001.44
100417,4,35542.92
100417,5,6480
100417,6,10800
100418,1,209999.19999999998
100418,2,3604.3032
100418,3,27470.635200000004
100418,4,108470.04359999999
100418,5,16560
100418,6,27599.999999999996
100419,1,182608
100419,2,2734.1519999999996
100419,3,20838.672000000002
100419,5,14400
100420,1,182608
100421,1,15217.333333333334
100422,1,182608
100422,2,2883.6023999999998
100422,3,21977.726400000003
100422,5,14400
100423,1,209999.19999999998
100424,1,209999.19999999998
100424,2,4610.318399999999
100424,3,35138.1024
100424,5,16560
100425,1,182608
100426,1,17499.93333333333
100426,2,384.19319999999993
100426,3,2928.1752
100426,5,1380
100427,1,17499.93333333333
100427,2,384.19319999999993
100427,3,2928.1752
100427,5,1380
100428,1,209999.19999999998
100429,1,164347.2
100430,1,104999.59999999999
100431,1,91304
100431,2,1537.572
100431,3,11718.792000000001
100431,5,7200
100432,1,209999.19999999998
100433,1,104999.59999999999
100433,2,1802.1516
100433,3,13735.317600000002
100433,4,54235.021799999995
100433,5,8280
100433,6,13799.999999999998
100434,1,164347.2
100434,2,2362.08
100434,3,18002.88
100434,5,12960
100435,1,164347.2
100436,1,104999.59999999999
100436,2,1802.1516
100436,3,13735.317600000002
100436,5,8280
100437,1,209999.19999999998
100437,2,3604.3032
100437,3,27470.635200000004
100437,5,16560
100438,1,15217.333333333334
100439,1,82173.6
100440,1,209999.19999999998
100441,1,15217.333333333334
100442,1,15217.333333333334
100442,2,228.58599999999998
100442,3,1742.1960000000001
100442,4,6879.202999999999
100442,5,1200
100442,6,2000
100443,1,209999.19999999998
100444,1,82173.6
100445,1,182608
100445,2,2883.6023999999998
100445,3,21977.726400000003
100445,5,14400
100446,1,13695.6
100447,1,209999.19999999998
100448,1,209999.19999999998
100449,1,17499.93333333333
100450,1,15217.333333333334
100450,2,240.3002
100450,3,1831.4772000000003
100450,4,7231.737099999999
100450,5,1200
100450,6,2000
100451,1,82173.6
100452,1,164347.2
100453,1,209999.19999999998
100454,1,13695.6
100455,1,91304
100456,1,91304
100456,2,1441.8011999999999
100456,3,10988.863200000002
100456,5,7200
100457,1,17499.93333333333
100457,2,384.19319999999993
100457,3,2928.1752
100457,5,1380
100458,1,209999.19999999998
100459,1,104999.59999999999
100459,2,1802.1516
100459,3,13735.317600000002
100459,5,8280
100460,1,209999.19999999998
100461,1,82173.6
100461,2,1220.9778
100461,3,9305.830800000002
100461,5,6480
100462,1,15217.333333333334
100462,2,240.3002
100462,3,1831.4772000000003
100462,4,7231.737099999999
100462,5,1200
100462,6,2000
100463,1,164347.2
100464,1,13695.6
100464,2,225.18866
100464,3,1716.3027600000003
100464,5,1080
100465,1,91304
100466,1,164347.2
100467,1,82173.6
100467,2,1321.9655999999998
100467,3,10075.521600000002
100467,4,39784.0188
100467,5,6480
100467,6,10800
100468,1,164347.2
100468,2,2702.26392
100468,3,20595.633120000002
100468,4,81323.53715999999
100468,5,12960
100468,6,21600
100469,1,15217.333333333334
100469,2,228.58599999999998
100469,3,1742.1960000000001
100469,5,1200
100470,1,209999.19999999998
100471,1,182608
100472,1,182608
100472,2,2883.6023999999998
100472,3,21977.726400000003
100472,5,14400
100473,1,82173.6
100474,1,82173.6
100475,1,209999.19999999998
100475,2,7592.399999999999
100475,3,57866.4
100475,5,16560
100476,1,182608
100477,1,82173.6
100477,2,1352.7348
100477,3,10310.0328
